species,name,breed,date_of_birth,age_in_months,weight_kg,temperature,heart_rate,respiratory_rate,blood_pressure_systolic,blood_pressure_diastolic,body_condition_score,hydration_status,mucous_membrane_color,coat_condition,appetite,energy_level,aggression,vomiting,diarrhea,coughing,limping,vaccinations,diagnosis_text,treatment_text,allergies,chronic_conditions,prescriptions,health_status
Cat,Tiger,Scottish Fold,2017-02-27,104,4.0,38.9,255,25,167,91,5,normal,pink,healthy,normal,hyperactive,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-03-06', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Shadow,Siamese,2015-11-11,120,6.8,39.5,213,26,184,142,9,severe_dehydration,pale,patchy,decreased,lethargic,none,True,True,False,False,[],Diabetic ketoacidosis due to uncontrolled diabetes.,Referral to internal medicine specialist.,['Fish Protein'],[],[],Unhealthy
Cat,Luna,Ragdoll,2012-12-30,154,4.5,38.6,169,22,172,100,3,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Kitty,Sphynx,2022-08-08,39,4.8,38.6,260,21,166,112,5,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-02-22', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-02', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2023-12-22', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Pollen']",[],[],Healthy
Cat,Smokey,Domestic Shorthair,2018-07-03,88,2.7,38.8,179,22,169,111,5,normal,pink,healthy,normal,normal,none,False,True,True,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-28', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-01-05', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-07-14', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Dental Disease']",[],Healthy
Cat,Lucy,Siamese,2024-12-04,11,3.7,38.4,170,25,155,73,5,mild_dehydration,white,healthy,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-09-14', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],Healthy
Cat,Kitty,Siamese,2016-12-29,106,1.9,38.8,134,27,153,86,5,moderate_dehydration,pink,healthy,normal,normal,severe,True,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Dental Disease']",[],At Risk
Cat,Shadow,Sphynx,2018-12-10,83,4.0,38.5,195,29,144,109,5,normal,pink,healthy,increased,normal,none,False,False,True,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-06-20', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Shadow,Sphynx,2014-01-31,141,4.8,38.4,214,28,149,99,5,normal,pink,dull,normal,normal,none,False,True,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-03-17', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']",[],[],Healthy
Cat,Shadow,Ragdoll,2023-01-30,33,3.3,39.2,186,25,143,103,6,normal,pink,healthy,normal,normal,none,False,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-30', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-31', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Sphynx,2022-09-30,37,4.3,38.3,147,28,140,87,3,normal,pale,healthy,normal,lethargic,moderate,False,False,True,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Amoxicillin'],At Risk
Cat,Kitty,Maine Coon,2018-10-10,85,3.0,38.5,189,24,123,82,5,normal,pale,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,[],[],['Prednisolone'],Healthy
Cat,Max,Maine Coon,2018-04-22,91,2.6,38.4,164,26,144,98,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-08-29', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-01-02', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-03-07', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Shadow,Siamese,2017-09-20,98,3.5,38.3,170,22,150,97,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-05-09', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-11-28', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-03-30', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Shadow,Domestic Shorthair,2023-09-13,26,6.0,38.9,121,20,177,114,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-09-13', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-07-01', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Flea Bite'],[],[],Healthy
Cat,Shadow,Domestic Shorthair,2024-11-20,12,4.7,38.8,205,27,119,102,4,mild_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-02-09', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-05-23', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],[],Healthy
Cat,Shadow,Persian,2020-01-31,69,1.7,38.6,177,22,150,109,6,normal,pink,dull,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-01-14', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-01-23', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-03-03', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Chronic Kidney Disease', 'Dental Disease']",['Amoxicillin'],Healthy
Cat,Chloe,Persian,2020-06-05,65,5.2,38.4,127,26,166,103,6,normal,pink,healthy,normal,normal,none,True,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-15', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Pollen']",[],[],Healthy
Cat,Smokey,Bengal,2013-02-25,152,3.8,38.8,165,23,147,90,5,normal,white,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-05-26', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Dental Disease', 'Chronic Kidney Disease']",[],At Risk
Cat,Luna,Maine Coon,2024-04-26,19,5.8,38.1,152,23,133,112,5,normal,pink,healthy,increased,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-03-18', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,[],[],[],Healthy
Cat,Simba,Bengal,2021-09-21,50,5.7,38.2,203,28,159,77,6,mild_dehydration,pale,healthy,normal,normal,moderate,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-04', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-08-21', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-02-24', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']",['Feline Hyperthyroidism'],[],Healthy
Cat,Max,Other,2013-12-24,143,4.8,38.5,209,25,133,98,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-08-07', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-07-24', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-03-27', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Sphynx,2020-09-10,62,4.2,38.8,173,27,138,102,6,mild_dehydration,pink,healthy,normal,lethargic,severe,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-02-02', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-11-25', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']",[],['Metronidazole'],At Risk
Cat,Nala,Scottish Fold,2014-07-04,136,4.7,39.0,164,29,132,87,4,normal,pink,greasy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2025-10-24', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Fish Protein', 'Pollen']","['Chronic Kidney Disease', 'Dental Disease']",[],Healthy
Cat,Simba,Persian,2018-12-07,83,4.6,38.9,141,21,167,109,4,normal,pink,healthy,decreased,normal,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-05-08', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-01-12', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-06-13', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Fish Protein'],['Dental Disease'],[],Healthy
Cat,Oliver,Siamese,2012-07-13,160,4.7,39.2,218,26,127,109,5,normal,pink,matted,normal,lethargic,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Fish Protein'],[],[],Healthy
Cat,Oliver,Bengal,2011-01-06,178,3.3,38.8,196,26,161,109,5,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-12-11', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Kitty,Maine Coon,2016-07-17,112,5.8,38.8,117,31,165,87,4,normal,pink,healthy,normal,hyperactive,none,False,False,False,True,"[{'vaccine_name': 'Rabies', 'administered_date': '2024-06-29', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2024-06-07', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],[],Healthy
Cat,Luna,Bengal,2013-03-28,151,4.8,38.6,137,24,147,99,4,moderate_dehydration,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-08-28', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Pollen', 'Flea Bite']",[],[],Healthy
Cat,Nala,Scottish Fold,2019-03-17,80,3.7,38.4,130,28,141,87,5,normal,pink,healthy,normal,hyperactive,moderate,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],[],Healthy
Cat,Bella,Domestic Shorthair,2025-08-10,3,5.3,38.2,177,22,122,107,3,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-07-12', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-06-10', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-04-12', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Amoxicillin'],Healthy
Cat,Max,Maine Coon,2012-05-29,161,3.2,38.5,151,21,154,120,6,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-06-10', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Simba,Scottish Fold,2020-08-22,63,5.0,38.4,169,24,165,101,4,normal,pink,healthy,normal,lethargic,none,False,True,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-01-22', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-04-21', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],"['Feline Hyperthyroidism', 'Dental Disease']",[],Healthy
Cat,Chloe,Other,2014-01-27,141,3.9,38.5,174,24,135,106,4,mild_dehydration,pink,dull,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-09-11', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-29', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Fish Protein']",[],[],Healthy
Cat,Leo,Other,2018-01-14,94,5.0,38.6,191,21,137,103,5,mild_dehydration,pale,healthy,normal,normal,mild,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-04-10', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-11-14', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-09-15', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,[],[],[],Healthy
Cat,Luna,Bengal,2024-02-25,21,2.4,38.7,201,21,182,84,5,normal,pink,healthy,normal,lethargic,mild,False,True,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],"['Chronic Kidney Disease', 'Dental Disease']",[],Healthy
Cat,Leo,Maine Coon,2011-09-02,170,4.0,38.9,181,34,167,96,4,normal,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
Cat,Simba,Scottish Fold,2016-05-15,114,3.3,38.2,167,28,171,80,5,moderate_dehydration,pink,healthy,normal,hyperactive,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-08-16', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],['Metronidazole'],Healthy
Cat,Tiger,Other,2012-09-03,158,3.3,37.9,197,24,152,116,6,mild_dehydration,pink,healthy,normal,lethargic,none,False,False,False,False,[],General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],['Metronidazole'],At Risk
Cat,Bella,Scottish Fold,2024-07-01,16,2.4,38.2,152,24,145,114,5,normal,pink,healthy,normal,lethargic,moderate,True,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-06-26', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-10-21', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Fish Protein']",[],['Metronidazole'],At Risk
Cat,Tiger,Persian,2022-07-23,40,2.6,38.8,204,21,149,82,4,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-05-01', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-08-27', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-03', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,"['Flea Bite', 'Pollen']",[],['Prednisolone'],Healthy
Cat,Chloe,Bengal,2016-03-02,116,1.0,38.8,143,28,128,96,5,normal,pink,dull,normal,hyperactive,none,True,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2023-12-14', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-04-02', 'status': 'up_to_date'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Fish Protein']","['Chronic Kidney Disease', 'Feline Hyperthyroidism']",[],Healthy
Cat,Lucy,Domestic Shorthair,2022-03-20,44,6.1,37.7,82,24,156,114,7,moderate_dehydration,pink,dull,decreased,hyperactive,mild,True,False,False,True,"[{'vaccine_name': 'FVRCP', 'administered_date': '2024-12-21', 'status': 'up_to_date'}]",Severe gastroenteritis and dehydration.,Aggressive antibiotic and anti-emetic therapy.,[],[],['Amoxicillin'],Unhealthy
Cat,Milo,Persian,2024-04-25,19,7.5,38.7,214,20,126,95,3,normal,pink,healthy,normal,hyperactive,none,False,False,False,False,"[{'vaccine_name': 'Rabies', 'administered_date': '2025-07-08', 'status': 'up_to_date'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-10-23', 'status': 'overdue'}, {'vaccine_name': 'FeLV', 'administered_date': '2024-08-03', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,['Pollen'],[],[],Healthy
Cat,Smokey,Persian,2018-12-20,83,5.2,38.5,145,26,140,104,6,normal,pink,healthy,normal,normal,none,False,False,False,False,"[{'vaccine_name': 'FVRCP', 'administered_date': '2025-10-07', 'status': 'up_to_date'}, {'vaccine_name': 'FeLV', 'administered_date': '2025-07-11', 'status': 'overdue'}, {'vaccine_name': 'Rabies', 'administered_date': '2025-07-01', 'status': 'overdue'}]",General check-up. The cat is healthy.,No specific treatment required.,[],['Feline Hyperthyroidism'],['Metronidazole'],Healthy
Cat,Oliver,Domestic Shorthair,2025-05-18,6,2.0,38.7,138,21,138,117,4,normal,pink,healthy,normal,normal,none,False,False,True,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-03-28', 'status': 'overdue'}]",General check-up. The cat is at risk.,Recommended treatment for at risk condition.,"['Flea Bite', 'Pollen']",[],['Prednisolone'],Healthy
Cat,Milo,Maine Coon,2023-03-14,32,2.7,38.8,157,31,144,100,5,moderate_dehydration,pink,healthy,normal,normal,none,False,False,False,False,[],General check-up. The cat is healthy.,No specific treatment required.,['Flea Bite'],[],[],Healthy
Cat,Shadow,Ragdoll,2014-12-30,130,5.0,38.6,194,26,145,105,5,normal,pink,healthy,normal,lethargic,none,False,False,False,False,"[{'vaccine_name': 'FeLV', 'administered_date': '2024-04-19', 'status': 'up_to_date'}, {'vaccine_name': 'Rabies', 'administered_date': '2024-05-04', 'status': 'overdue'}, {'vaccine_name': 'FVRCP', 'administered_date': '2025-07-01', 'status': 'up_to_date'}]",General check-up. The cat is healthy.,No specific treatment required.,['Fish Protein'],[],[],Healthy
